Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
Mclovin Bot;O_MclovinBot;2022-09-13 20:01:07+00:00;Fico pensando na realidade em que metrô linha azul e luva de pedreiro  são campeoes mundiais https://t.co/LkkgkjxsNI;0;0;0
JB 🐺;jcbrasi;2022-09-13 20:00:51+00:00;"Muito estranha estranho toda essa história do Luva de Pedreiro.

Os acordos econômicos que ele fez não parecem tão simples. Meras postagens. Como se ele pudesse ""apagar"" todo material.

Ou simplesmente se tornar menos inativo, fazendo só o básico..";0;0;0
Metrópoles;Metropoles;2022-09-13 20:00:47+00:00;"👉 AO VIVO

 Bolsonaro light/ Apuração paralela/ Funeral da Rainha/ Ariel negra/ Luva de Pedreiro - Boletim Metrópoles 2ª Edição https://t.co/Qs5YvvUGrD";0;4;0
Jornal Extra;jornalextra;2022-09-13 20:00:33+00:00;Guito, de 'Pantanal', imita Luva de Pedreiro em momento divertido com Osmar Prado: 'Véi do Rio dá um 'cardo' ainda' https://t.co/N5Cf9FoUYW;1;3;0
FunCo;FunCo_biz;2022-09-13 20:00:30+00:00;“Vou Viver a Minha Vida Normal”: Luva De Pedreiro Cansou-se Da Fama e Apagou Todos Os Vídeos https://t.co/TLl2CaPvNl;0;0;0
professor xavier ★彡;l_baako;2022-09-13 20:00:09+00:00;"Confesso que quando o Luva de Pedreiro mete um ""nós somos brasileiros"" no vídeo o Policarpo Quaresma que habita em mi faz eu ter grande vontade de sentar um like mesmo que o vídeo seja 100% sem graça";0;6;0
Gabriel Olinda;olinda_gabriel;2022-09-13 19:59:56+00:00;Tudo nesse Luva de pedreiro me zoa falso e armado;0;0;0
Cap de Capitalista (1-0);MalvadaoMoney;2022-09-13 19:59:37+00:00;"O Luva de Pedreiro recebeu e foi embora
Allan Jesus fazendo escola";0;4;0
Vinix Gamer YT;_VinixGamer;2022-09-13 19:59:14+00:00;"Poxa o que aconteceu com o @luvadepedreiro ? 
😭";0;3;0
Leonardo Santos;sheroso;2022-09-13 19:58:40+00:00;@MMAmelotto cadê a luva de pedreiro;0;0;0
Bruno Eduardo;brunoeduardo117;2022-09-13 19:58:15+00:00;"@sixlackr @CWFA__ @fariasw13 @leandrovcec @jao_bout @futtmais Se estamos falando do luva de pedreiro, achei q não precisava explicar. Quer que desenhe? 
Se jogar 1 milhão na minha conta agora seria bem diferente de jogar 18 milhões de pessoas na minha rede e 50 pessoas na porta da minha casa todo dia";0;0;0
Fábia Souza 🏳️‍🌈⃤BRING BACK CALZONA👩‍👩‍👧;Fabia12658558;2022-09-13 19:58:12+00:00;Vocês são muito iludidos achando que o fato do Luva de Pedreiro querer se afastar das redes significa que ele vai estudar. O próprio Falcão falou que teve que forçar a criatura a aprender alguma coisa. Por conta própria então? Adeus;0;1;0
vou me matar;gioayanami;2022-09-13 19:58:07+00:00;queria ta igual o luva de pedreiro no banheiro;0;0;0
Erisdan Maciel;macielerisdan;2022-09-13 19:57:47+00:00;Impressionante o fato do Luva De Pedreiro aposentar sua carreira de influenciador logo no auge.;0;0;0
"Barccelos; 34";Barccelos3;2022-09-13 19:57:35+00:00;F luva de pedreiro 😖;0;0;0
Torcedores.com;Torcedorescom;2022-09-13 19:57:19+00:00;Falcão volta a se pronunciar sobre decisão de Luva de Pedreiro e faz alerta - https://t.co/E7FZnWTv45;0;3;0
sinceramente fds;sh1z4ru;2022-09-13 19:56:58+00:00;nmrl tu tem que ser muito arrombado pra desejar mal pro luva de pedreiro coitado do mano, ele só joga a futebol e fazia umas piadinha;0;3;1
Prefeitura de Meleiros;prefmeleiros;2022-09-13 19:56:50+00:00;"*Luva de Pedreiro aposentado aos 20 anos de idade*

Público vendo isso: uau, receba Caraca. Que lindo 🥺...

*Allan Jesus tentando ganhar a vida como empresário*

Público vendo isso: Que cara lixo, imundo, odeio ele... eh a pior pessoa do mundo 

A hipocrisia né";0;1;0
C JR;claudio_hum;2022-09-13 19:56:25+00:00;@zlatansincero BORA BILL is the new Luva de Pedreiro;0;0;0
arthur;s4tanash;2022-09-13 19:56:21+00:00;porra tudo bem que o luva de pedreiro pode ser sem graça pra caralho mas tem pessoa que taca hate de graça no mlk;0;0;0
𝑳𝑬𝑶𝑵𝑨𝑹𝑫𝑶 𝑯𝑨𝒀 .;LeonardoHay_;2022-09-13 19:56:20+00:00;É oficial, o Luva de Pedreiro tem fortes problemas mentais;0;3;0
Battisti ᶜʳᶠ;Battistiii;2022-09-13 19:56:06+00:00;"Luva de Pedreiro já fez historia, ficou rico e praticamente tem dinheiro pro resto da vida, conheceu diversos jogadores, clubes, países e famosos, todo mundo gosta do maluco e ele cresceu simplesmente sendo ele

E principalmente deixou o twitteiro médio morrendo de INVEJINHA";0;0;0
Rapaz Das Artes;Nataliiicio;2022-09-13 19:56:01+00:00;@DaniloGentili Acho que ele aposentou de ser luva, agora só pedreiro;0;1;0
Müller 💪🇧🇷;MathTheB4st;2022-09-13 19:55:08+00:00;Queria fazer igual o luva de pedreiro, aposentar né, que ninguem é de ferro;0;0;0
Jeferson de Schrödinger 🦅;fumantemaldito;2022-09-13 19:54:36+00:00;Isso aí do luva de pedreiro apagar os vídeos e falar que vai parar com os conteúdos é MT estranho;0;1;0
Vinícius Marçal🔴⚫️;vvmarcal;2022-09-13 19:54:28+00:00;Na minha tl só da luva de pedreiro e o homem da marmita… tt anda chato pacas…;0;4;0
Coach de fracassos 🇧🇷🇦🇹🇧🇷;FabioPorao99;2022-09-13 19:54:13+00:00;@DaniBirita E o luva de pedreiro hein;0;0;0
𝕸𝖔𝖗𝖌𝖆𝖉𝖔 EM BULKING;buscobordelinda;2022-09-13 19:54:06+00:00;luva de pedreiro é vagabundo não gosta de trabalhar;0;0;0
vonivar;vonivar;2022-09-13 19:53:35+00:00;Luva de Pedreiro anuncia fim da carreira como influenciador https://t.co/6VvbCoGGwv;0;0;0
Kaio.py;_niggando;2022-09-13 19:53:20+00:00;oxe e o luva de pedreiro;0;0;0
Lorran;LorranAntero;2022-09-13 19:53:20+00:00;Justin Bieber triste , Luva 🧤 de Pedreiro triste , e eu um mero mortal dando uma de durão aqui 😞;0;0;0
Leo;Leomendeszarpe;2022-09-13 19:52:39+00:00;Po o luva de pedreiro vai parar antes de eu conseguir rir de algum video dele 😕😕😕;0;9;2
lucas 🎈;lvcasfurtado;2022-09-13 19:51:49+00:00;"@israinhaoficial @liandralmeida @luvadepedreiro gente incrível ELE É A &gt;L A T A&lt; DA MÃE";0;2;0
Thiago R.R.V;ThiagoR80802884;2022-09-13 19:51:47+00:00;"Em relação ao Luva de Pedreiro ; o cara é inteligente é só questão de tempo , nesse caso vejo por “Estratégia.”

100 % Estrategista !";0;0;0
Homúnculo feito de cuspe;Cronofobista;2022-09-13 19:51:43+00:00;Meu mano luva de pedreiro está afetado pelo passamento do goddard.;0;0;0
Gilvan 🌐;musicogilvan;2022-09-13 19:51:14+00:00;"Um pouco de humor

https://t.co/ureCcSFCjt

Bayern | Dembele | JADE NA GLAMOUR | Luva de Pedreiro | Sandy";0;0;0
Helder Miranda! ¹⁸⁹⁵;derhell_;2022-09-13 19:51:01+00:00;Aparentemente o Luva de Pedreiro SURTOU de novo.;0;1;0
Cleyton Aguiar 🇪🇪;Clexavi11;2022-09-13 19:50:51+00:00;Luva de pedreiro é a prova real que dinheiro e fama não é tudo na vida.;0;0;0
Jota Monteiro;JotaMonteiro_0;2022-09-13 19:50:44+00:00;luva de pedreiro é um viadinho do caralho!;0;0;0
Fala Nordeste;nordeste_fala;2022-09-13 19:50:39+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira https://t.co/HtppBvjrqk.;0;0;0
Vanderleav;vanderleav_;2022-09-13 19:50:37+00:00;Luva de Pedreiro não tem estrutura nenhuma para lidar com essa vida que se abriu pra ele. Juízo menino,procure uma terapia e aproveite a fase porque nada de bom ou ruim é para sempre.;0;10;0
rafateodoro;rafateodoro;2022-09-13 19:50:25+00:00;"“Luva de pedreiro abandona a carreira”

Que carreira gente?";0;2;0
Gel_Brito;GelBrito_DiZion;2022-09-13 19:49:43+00:00;A mulke nem chegou aos 30 anos e já estar cansado de trabalhar. Um pedreiro que nunca pegou pesado no trabalho e que não tem dividas com um salário mínimo. #LuvaDePedreiro;0;1;0
MΛRR. Λ - ♠️;gatsby_IX;2022-09-13 19:49:41+00:00;luva de pedreiro revela ter recebido conselho de Will Smith.;0;0;0
Treta News7;TretaNewsss7;2022-09-13 19:49:40+00:00;@senhorita_sill trair não é crime, tanto o homem como a mulher pode bota chifre! A gente tá no século 21 tanto homem como a mulher pode ficar com quantas ou quantos quiser #atardeésua luva de pedreiro arthur aguiar JADE NA GLAMOUR https://t.co/QJtWTz8bLl;0;0;0
agatha;chuuegaze;2022-09-13 19:49:36+00:00;to triste pelo luva de pedreiro essa mudança brusca de ser um completo desconhecido pra uma celebridade internacional deve ter prejudicado mto a mente dele;0;1;0
𝓑𝓲𝓪 𝓟𝓲𝓶𝓮𝓷𝓽𝓪;biapimenta2009;2022-09-13 19:49:29+00:00;"Luva de Pedreiro é aquele cara sensível,  nunca vai conseguir lidar c a fama
Vai ser sempre o bobinho

Faz muito bem em sair de cena
#atardeésua https://t.co/I97JNZLA4L";0;1;0
Brunomorfo;Brunomxrfo;2022-09-13 19:49:03+00:00;Eis que a culpa sempre foi do luva de pedreiro e não do empresário;0;75;11
Tiago;Tiago91269953;2022-09-13 19:48:59+00:00;@YOUTUBE86375155 @luvadepedreiro Com certeza.;0;1;0
willzim;willzimfps;2022-09-13 19:48:57+00:00;Luva de pedreiro largou a carreira wtf;0;1;0
um beijo da anitta;hiorynx;2022-09-13 19:48:56+00:00;"daqui há uns 5 anos aparece um vídeo no YouTube assim ""Você lembra do famoso Luva de Pedreiro? Venha ver como ele está hoje depois da fama.""
e uma imagem de uma casa de barro na thumbnail https://t.co/prBsY8EcW7";0;0;0
Thiago;_thiago__silva_;2022-09-13 19:48:40+00:00;Luva de Pedreiro exclui postagens e anuncia fim da carreira https://t.co/H9uJcJBC0Y https://t.co/NnQJkw70Wh;0;0;0
Tiago, apenas;lostzpurpose;2022-09-13 19:48:37+00:00;Queria estar me aposentando cedo igual o Luva de Pedreiro;0;1;0
D🅰️VI wrld ⁹⁹⁹;TaldoFuinha;2022-09-13 19:48:36+00:00;"e o luva de pedreiro hein
falcão n vai se pronunciar nao?";0;0;0
Ostracildo Gigante;pensador520;2022-09-13 19:48:21+00:00;Luva de Pedreiro vai para a Copa no Qatar contratado pelo Globo. Anotem ai!;0;0;0
Yan;YB90Yan;2022-09-13 19:47:58+00:00;Vontade de fazer igual o Luva de pedreiro, ligar o foda-se e não trabalhar mais kkkkkk;0;1;0
GABRIEL@GREMIO;imortalgabriel;2022-09-13 19:47:33+00:00;O que será do mundo sem a chatice do Luva de Pedreiro?;0;0;0
Moradora da Periferia do Multiverso;FeehFigueira;2022-09-13 19:47:31+00:00;Uai, luva de pedreiro já foi?;0;0;0
Portal Banda B;PortalBandaB;2022-09-13 19:46:25+00:00;"Luva de Pedreiro anuncia fim da carreira como influenciador

Ele disse que vai honrar os compromissos assumidos e depois parar

Leia Mais: https://t.co/ByuOBqctr2

https://t.co/ByuOBqctr2 https://t.co/z0w3Lu6crM";0;5;0
YOUTUBE PREMIUM;YOUTUBE86375155;2022-09-13 19:46:05+00:00;@Tiago91269953 @luvadepedreiro Ele vai dar o rabo lá depois volta pra Sergipe que é o seu lugar;0;2;0
Matheus C. Bezerra 🇧🇷;mathcastrob;2022-09-13 19:45:47+00:00;Luva de pedreiro foi rápido em perceber, desejo tudo de melhor pra ele! Essa vida hiperconectada, cheia de falsidade, interesse! Tanta informação mas tão vazia ao mesmo tempo;0;4;1
爪丨ᗪ丨乙ãㄖᶠᶠ;midizao_ff;2022-09-13 19:45:31+00:00;Esse bagulho do luva de pedreiro não fazer mais video, foi triste pros jovens que precisam de oportunidade para sair das ruas através do esporte, esse cara foi inspiração dos jovens. Tem pessoas que não sabe aproveitar a oportunidade !;0;0;0
Matheus Malokero;Matheus13chavao;2022-09-13 19:45:29+00:00;Luva de pedreiro falando q vai para as parada dele kkk tnc vei q cara burro, 18 milhoes de seguidor tnccc dinheiro facil, e é disso q preciso 🐓;0;0;0
Tiago;Tiago91269953;2022-09-13 19:45:23+00:00;@luvadepedreiro Você está com contrato vigente filho de uma kenga marketeiro https://t.co/WctuKo9C8m;0;0;0
Rafael Franco | O cara dos APPs;eu_rafaelfranco;2022-09-13 19:45:12+00:00;"https://t.co/VVjrtVpQpQ Essa é a minha análise sobre como podemos transformar um hobby em um pesadelo. 

Fala pra mim nos comentário o que você acha do assunto?

#luvadepedreiro #marketing #tecnologia #redessociais https://t.co/UKNrewuAmr";0;0;0
Ricardo R. Pereira;Ricardoperei123;2022-09-13 19:44:55+00:00;@leonardo1opes Por isso que o Luva de Pedreiro aposentou... Não quis participar desse ESCANDALOSO complô das big-techs contra o Lula.;0;1;0
fafa;2fast4speed;2022-09-13 19:43:47+00:00;luva de pedreiro daqui 2 anos vai estar no Sergipe comendo terra dnv se nao souber administrar dinheiro;0;0;0
Lucas ;umlucasmota;2022-09-13 19:43:43+00:00;"Oi amigos, sobre o luva de pedreiro

espero que ele seja feliz, seja qual for a decisão que ele tomar

ficar famoso do dia pra noite mexe com o psicológico de qualquer um, e a gente cabe apoiar o cara que fez a gente sorrir tanto";0;0;0
⚪ REAL DA ALEGRIA 💛;realdaalegria_;2022-09-13 19:43:37+00:00;"Luva de Pedreiro anunciou que irá encerrar a sua carreira de influenciador digital.

💬 “Apaguei os vídeos. Parei. Vou viver a minha vida normal. A minha equipe é a melhor do mundo, mas é uma decisão minha. Vou cumprir os contratos e depois não vou mais fazer vídeos.” https://t.co/Y8iLqqe9oO";0;0;0
Maxwel Da Silva Freire Santino;MaxwelFreire;2022-09-13 19:43:25+00:00;"@luvadepedreiro grita : ""Recebaaa""
 Narrador : @boraabil

Sai um entra outro, que mundo doido kkkk";0;0;0
o- | contatojti72021 🇺🇦;jtisete;2022-09-13 19:43:22+00:00;LUVA DE PEDREIRO https://t.co/EJPqYbMS24;0;0;0
Matheus Barroso;Mbarroso05;2022-09-13 19:42:54+00:00;Tenho uma opinião sobre o luva de pedreiro;0;2;0
Adriana Caldeira;amc_caldeira_;2022-09-13 19:42:52+00:00;ATENÇÃO: Sônia Abrão vai divulgar o real motivo pelo qual Luva de Pedreiro largou tudo. Minha mãe acabou de me chamar pra ver;0;0;0
Serigas💨;Serigaitaa;2022-09-13 19:42:39+00:00;Luva de Pedreiro aposento;0;0;0
Rafael Franco | O cara dos APPs;eu_rafaelfranco;2022-09-13 19:42:24+00:00;"Luva de Pedreiro abandonou a carreira, e como isso pode afetar a sua car... https://t.co/VVjrtVqofo via @YouTube

Sera que é jogada?";0;0;0
Rubem Rodriguez 🇧🇷🍺;RubemRodriguez1;2022-09-13 19:42:15+00:00;"@caralhonath Era um cara que ficava chutando bola, mas fazia uns golaços e gritava ""O cara da Luva de pedreiro é o melhor do mundo""
Assim, meme pra ficar saturado, mas pelo menos fico feliz que deu pra mudar a vida dele e da família";0;1;0
lucasesar;cesimens;2022-09-13 19:42:07+00:00;demi lovato e luva de pedreiro anunciando q vão parar oq rolou;0;0;0
Bia ⭐️⭐️;bia_fabizinhaq;2022-09-13 19:41:54+00:00;@sol_slopes @luvadepedreiro Foi tarde....kkkkk;0;2;0
estimo as melhoras;errorbrittes;2022-09-13 19:41:32+00:00;Meteu um monte de bola no ângulo, recebeu dinheiro e agora coloca o burro na sombra. Tá mais que certo, o Luva de Pedreiro.;0;0;0
PataGataQuerida ™️;PataGataQuerida;2022-09-13 19:41:22+00:00;Comentei o vídeo do Luva de Pedreiro com a frase, nunca me enganou e ganhei haters. Isso é puro amor né ?;0;0;0
winter is here;WinterSanto;2022-09-13 19:41:05+00:00;@sol_slopes @luvadepedreiro Carinha bem chatinho viu,  já deu né;0;1;0
lalauzinho;jupiterdohell;2022-09-13 19:41:04+00:00;quero lá saber de luva de pedreiro eu em;0;0;0
3 dias 🎉🎂;iamramonsouza;2022-09-13 19:40:59+00:00;Luva de pedreiro apagou todas as fotos do insta e do perfil, eeeeu heeeein;0;0;0
Bruno Eduardo;brunoeduardo117;2022-09-13 19:40:50+00:00;"@sixlackr @CWFA__ @fariasw13 @leandrovcec @jao_bout @futtmais Achei q não precisasse explicar que estamos falando de um rico e famoso que é o cara da postagem (Luva de Pedreiro). 
Todos os meus comentários tem a ver com famosos q se fuderam de cabeça";0;0;0
vini ♡;ovinibrisinha;2022-09-13 19:40:08+00:00;"""luva de pedreiro anuncia fim da carreira"" 
gente, que carreira? eu nem sei que esse cara fez pra ser famoso";0;1;0
Áurea Lowin;contemglutem;2022-09-13 19:40:08+00:00;@therealvyctor @tracklist Esses comentários maldosos só podem ser coisa de bolsonarista, não é possível. O que o Luva de pedreiro fez de errado para receber esse hater?;0;0;0
Estadão 🗞️;Estadao;2022-09-13 19:40:00+00:00;"Luva de Pedreiro deleta vídeos e sugere aposentadoria: ‘Vou seguir minha vida normal’ (via @EstadaoEsporte)

https://t.co/JNoKcYcXvS";3;19;1
Chris Nohan 🦸🏾‍♂️🧘🏾‍♂️;NohanChris;2022-09-13 19:40:00+00:00;"Belo marketing do Luva de Pedreiro:

""Vou cumprir o contrato e parar""

As pessoas vão ver os vídeos e achar tão natural, que ele tá tão feliz... https://t.co/uqraP5XBFS";0;0;0
Mirokz;blackops2008;2022-09-13 19:39:46+00:00;@bokjoosausage @RapMais Pelo jeito você tá bem por fora, o proprio falcão disse que o luva de pedreiro não queria estudar, teve que força-lo a estudar pra aprender a ler e escrever pra poder ler e assinar os proprios contratos... Ele não ta se aposentado pra virar gente.;0;1;0
Alexis;alexssesperto;2022-09-13 19:39:37+00:00;"Luva de Pedreiro larga carreira de influencer.
É uma pena.
#LuvadePedreiro";0;0;0
vini - cius🐊;vini_rxsl;2022-09-13 19:38:47+00:00;"luva de pedreiro decidiu parar de gravar conteúdo

é aquilo, morra como um herói ou viva o suficiente pra se tornar o vilão";0;1;0
Renaiscida;kkkpivara;2022-09-13 19:38:36+00:00;Nossa finalmente um assunto importante, tô ansiosissimo em descobrir pq o luva de pedreiro saiu das redes sociais;0;1;0
マイケル;Micaelkim_;2022-09-13 19:38:17+00:00;Manooooo, luva de pedreiro desistiu da carreira;0;0;0
teus;mateuscrvlh;2022-09-13 19:38:08+00:00;Mc Divertida estuda e trabalha, o terror do Luva de Pedreiro;0;0;0
Jornal Extra;JornalExtra2;2022-09-13 19:38:07+00:00;"O influencer digital Luva de Pedreiro, compartilhou hoje, 13 de setembro, um vídeo em uma de suas redes sociais onde diz que está deixando de lado sua carreira como criador de conteúdo para internet.  #LuvadePedreiro

https://t.co/znraOLfuLo https://t.co/NJ7YTFm0TT";0;0;0
Dani Martini💫;DaniBirita;2022-09-13 19:37:39+00:00;E o Luva de Pedreiro hein?;0;5;0
AQUINOTICIAS.COM;aquinoticiascom;2022-09-13 19:36:47+00:00;Luva de Pedreiro anuncia que abandonou a carreira de influenciador https://t.co/1s6kUT9o6m;0;0;0
Felipe;Felipecasedes;2022-09-13 19:36:42+00:00;@luvadepedreiro quero ser seu novo empresario vem de inbox https://t.co/ZZGxdgJACH;0;0;0
Samir News;CanalFs0ciety;2022-09-13 19:36:21+00:00;"#SamirNews: 
 LUVA DE PEDREIRO CONFIRMA QUE NÃO FOI HACKEADO
 https://t.co/7B4mFk9zax";0;0;0
nois eh ruim i mora longe;bhmlkzika;2022-09-13 19:36:14+00:00;pq os gay odeia o luva de pedreiro;0;0;0
Martinu';cinnamon_honey;2022-09-13 19:35:49+00:00;imagina quao amargurada a pessoa deve ser pra falar mal do luva de pedreiro;0;0;0
😎Lucas Carvalho👽;homerland97;2022-09-13 19:34:58+00:00;"Como o ""Luva de Pedreiro"" vai ser influênciador se não tá ganhando nada, ninguém trabalha sem receber dinheiro né 🤷🏽‍♂️";0;0;0
martinelli;MartinelliKK;2022-09-13 19:34:42+00:00;vai toma no cu luva  de pedreiro;0;0;0
Bruno Eduardo;brunoeduardo117;2022-09-13 19:34:41+00:00;@sixlackr @CWFA__ @fariasw13 @leandrovcec @jao_bout @futtmais Mas o ponto aqui não é o dinheiro apenas, é o dinheiro e a fama que é o caso do luva de pedreiro. Deram mais de 1 milhão pra um servente de pedreiro e o mlk em meses não tá aguentando a fama.;0;0;0
Treta News7;TretaNewsss7;2022-09-13 19:34:38+00:00;Esquece enquetes, o foco é no R.7 seja mais inteligente!! #afazenda14 #BiaNaFazenda #biafica luva de pedreiro arthur aguiar JADE NA GLAMOUR https://t.co/q3tOmXVc4W;0;0;1
Vanessa Goulart;ivanessagoulart;2022-09-13 19:34:38+00:00;Até hoje nunca assisti um vídeo do luva de pedreiro e não sei dos conteúdos que ele faz. Essa sou eu não só com ele, mas com mts outros influenciadores novos ou até mesmo antigos que não acompanho por motivos de: Saúde mental. Tento o máximo ficar off das redes sociais ou eu piro;0;0;0
YOUTUBE PREMIUM;YOUTUBE86375155;2022-09-13 19:34:34+00:00;@micheldaniel33 @futebol_info @luvadepedreiro Cala a Boca tu não sabe nem o que comeu hoje;0;0;0
◤✠◢Michel Daniel◤✠◢;micheldaniel33;2022-09-13 19:34:02+00:00;@futebol_info Cheio de comentários maldosos em relação ao @luvadepedreiro ! O cara totalmente do bem que conquistou espaço com simplicidade e autenticidade.  Nunca fez mal a ninguém e  seu sucesso veio de sua inocência! Imagino que deve ser muito difícil pra ele administrar o sucesso que fez!;0;1;0
ANTÔNIO DE SOUZA 🔴⚫ 🅱️2️⃣2️⃣🇧🇷;antoniodisouza;2022-09-13 19:33:32+00:00;"FIM DO IMPARÁVEL 🙅🏽‍♂️⚽🇧🇷
Iran Ferreira, o Luva de pedreiro da Adeus a carreira de influenciador digital.
Que Deus o ajude a decidir o melhor pra sua vida sempre! RECEBA!!! 🫶🏽🙏🏽 😫

Boa sorte guerreiro! @luvadepedreiro 

#luvadepedreiro #memesbrasil #Futebol https://t.co/sUmFctyTGm";0;0;0
meretriz 🦑;luisapontozip;2022-09-13 19:33:22+00:00;@aMariAlencar @israinhaoficial @luvadepedreiro amiga esse menino é fascinante;0;1;0
Bruno Eduardo;brunoeduardo117;2022-09-13 19:33:08+00:00;"@sixlackr @CWFA__ @fariasw13 @leandrovcec @jao_bout @futtmais Estamos falando do luva de pedreiro. Rico e famoso, então é esse o exemplo q eu quero dizer. Tu tá julgando o cara em um contexto de outro. 
Quem não queria ser anônimo e ter 10 milhões na conta?";0;0;0
Jogada;diariojogada;2022-09-13 19:32:47+00:00;"O que aconteceu com Luva de Pedreiro? Veja o que se sabe até agora

https://t.co/rBR8BzEFtY";0;0;0
Visão Oeste;visaooeste;2022-09-13 19:32:35+00:00;"Luva de Pedreiro apaga publicações no Instagram e diz que vai “viver vida normal”

Sucesso nas redes sociais, Iran Ferreira, conhecido pelo bordão “Receba!”, anunciou hoje (13) que não pretende continuar com os trabalhos como influenciador digital.

Foto: Reprodução/Instagram

…";0;0;0
Bandeirinha de Escanteio 🚩;BandeirinhaEsc;2022-09-13 19:31:51+00:00;Ser bem sincero: a história do Luva de Pedreiro daria muito bem um filme. Só botar um bom cineasta na causa, daria algo bem massa;0;0;0
🇧🇷 𝓐𝓷𝓪 𝓡𝓸𝓭𝓻𝓲𝓰𝓾𝓮𝓼 2️⃣2️⃣;PerfuracoesAna;2022-09-13 19:31:32+00:00;@azor_lab @JoaquinTeixeira @luvadepedreiro Gritoooo kkkkk;0;0;0
Miguel Valentim;MiguelsValentim;2022-09-13 19:31:16+00:00;"Luva de pedreiro falou que iria parar de fazer vídeos e largou as redes , vai cumprir os contratos e voltar a viver a vida pacata de sempre. 

Essa é a notícia kk";0;0;0
Rádio Studio 87.7 FM Veranópolis | Studio TV;studio877;2022-09-13 19:31:08+00:00;"#Famosos | Após abandonar carreira, Luva de Pedreiro recebe mensagem de Falcão |  https://t.co/c5qpd1ithM
https://t.co/c5qpd1ithM";0;0;0
Blog Antenado 📡;blogantenadobr;2022-09-13 19:30:50+00:00;Luva de Pedreiro abandona carreira na internet e deixa vídeo de despedida https://t.co/ve1uriqq9z;0;0;0
ִtha ✘ yeonjun day ✨;chaoscyj;2022-09-13 19:30:48+00:00;até hj não sei o q esse luva de pedreiro fez, só sei q ele não sabe ler por causa dos memes com a lea michele e tbm pq chamam a taylor swift de luva de pedreiro de nashville https://t.co/2M2yeZa0ZB;0;0;0
Fábio Güeré ☕;FabioGuere;2022-09-13 19:30:33+00:00;ZOEIRA a parte... entendo o @luvadepedreiro, imagina vc não ter nada e do dia pra noite ter tudo... menos liberdade?!;0;2;0
arnold presidente vice adinho;meninoarnold;2022-09-13 19:30:11+00:00;Demi Lovato e Luva de Pedreiro anunciando a aposentadoria na mesma data 😔;0;2;0
Lab Azor;azor_lab;2022-09-13 19:30:06+00:00;@PerfuracoesAna @JoaquinTeixeira @luvadepedreiro Nem eu, conheci aqui nas páginas policiais do Twitter;0;1;0
Rubenilton Junior;J1_1nior;2022-09-13 19:29:47+00:00;"O Luva de Pedreiro teve uma ascensão meteórica, um dia tava na roça e no outro tava fazendo sucesso no mundo todo, depois tava sendo explorado e envolvido em um processo milionário, é de ferrar a cabeça de qualquer um...
Porém acho que essa parada repentina é uma tática jurídica.";0;0;0
Amazonas Atual;AmazonasAtual;2022-09-13 19:29:35+00:00;"Iran Ferreira, o Luva de Pedreiro, exclui todo o conteúdo de suas redes sociais e anunciou fim da carreira.

#luvadepedreiro #influencer #vídeos #conteúdo #carreira #fim #AmazonasAtual

LEIA MAIS 🔗 https://t.co/kO7ZOaU8B1";0;0;0
André N. Bueno;dedenb;2022-09-13 19:29:04+00:00;Esse lance do Luva de Pedreiro tá com cheirinho de ação pra Setembro Amarelo.;0;0;0
SOLTEINANET;solteinanet;2022-09-13 19:28:49+00:00;"O Luva de Pedreiro disse que irá abandonar a carreira de influenciador 
O mesmo disse que irá viver a vida normal e sossegada daquele jeito, ele diz que foi uma decisão dele mesmo de parar 😳 https://t.co/BLhxo1DPTf";0;0;0
Jaleen Habei;santjotapeg;2022-09-13 19:28:45+00:00;mlk Carol entrou aqui no meu escritório desesperada quase chorando falando q o Luva de Pedreiro parou de gravar vídeos, e vai parar com a carreira dele pqp eu tive que explicar pra ela que o homem não é de ferro ….;0;8;0
Portal Cidade News 🇧🇷🇧🇷🇧🇷;portalcidadeBR;2022-09-13 19:28:43+00:00;"Luva de Pedreiro anuncia fim da carreira como influenciador

https://t.co/sHUg6Ou2nt";0;0;0
andrey 13 ⭐⌚;oandreysoares;2022-09-13 19:28:28+00:00;"sem prepotência, mas tem algumas coisas que surgem e viralizam na internet, e ninguém sabe ao certo como. 

exemplo: esse ""luva de pedreiro""

só soube da sua existência pq os alunos do meu estágio ficavam repetindo ""receba"" toda hora kkkk";0;0;0
rui borges;homo_viator;2022-09-13 19:27:53+00:00;@danielafcr__ Luva de Pedreiro, Daniela, Luva de Pedreiro é a alcunha do Arthur.;0;1;0
homogeneamente lulala;gilesfernandes;2022-09-13 19:27:17+00:00;@iagoalmeida irmão do luva de pedreiro;0;1;0
Luís Otávio de Lima | Otávio Lima 🎙®️;manodelima;2022-09-13 19:26:57+00:00;Deu a louca no Luva de Pedreiro;0;0;0
little bit eun;chillihit;2022-09-13 19:26:56+00:00;luva de pedreiro burro imbecil do caralho;0;0;0
SportsTop;SportsTopBrasil;2022-09-13 19:26:41+00:00;"O influenciador digital Iran Ferreira, mais conhecido como Luva de Pedreiro, postou um vídeo nas suas redes sociais nesta terça-feira (13), para anunciar que deixará a carreira na internet.

🗞: @g1 https://t.co/sfZF7q1N2f";0;0;0
